genome_id	phaZ_status	major_subtype	phylum	genus	species	growth_rate_per_h	doubling_time_h
GCA_021801465.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Acidibrevibacterium	Acidibrevibacterium sp021801465	0.1018192477018287	6.80762425774136
GCA_021819535.1	phaZ_negative	none	Pseudomonadota	Acidibrevibacterium	Acidibrevibacterium sp021819535	0.1091952003226082	6.34778065805181
GCF_003352165.1	phaZ_negative	none	Pseudomonadota	Acidibrevibacterium	Acidibrevibacterium fodinaquatile	0.0841871893977993	8.23340445877938
GCA_963773955.1	phaZ_positive	extracellular.lemoignei_like	Acidobacteriota	Acidiflorens	Acidiflorens sp963773955	0.131682571854034	5.26377310832201
GCA_050013295.1	phaZ_negative	none	Acidobacteriota	Acidiflorens	Acidiflorens sp050013295	0.0652372073290418	10.6250283992671
GCF_900106675.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Acidimangrovimonas	Acidimangrovimonas indica	0.1996906790600808	3.47110432906785
GCF_042643245.1	phaZ_negative	none	Pseudomonadota	Acidimangrovimonas	Acidimangrovimonas pyrenivorans	0.2178548253911181	3.18169303487094
GCA_021808315.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Acidiphilium	Acidiphilium sp021808315	0.0602876782013087	11.4973275010763
GCA_028688905.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Acidiphilium	Acidiphilium sp028688905	0.0703348653257191	9.85495852377049
GCA_027449105.1	phaZ_negative	none	Pseudomonadota	Acidiphilium	Acidiphilium sp027449105	0.0477526614453011	14.5153622768004
GCF_049977125.1	phaZ_negative	none	Pseudomonadota	Acidiphilium	Acidiphilium sp049977125	0.0481460485292641	14.3967615564263
GCA_019351895.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Acidisoma	Acidisoma sp019351895	0.1313634208200023	5.276561589468
GCF_020618775.1	phaZ_negative	none	Pseudomonadota	Acidisoma	Acidisoma silvae	0.3828525476413214	1.81048078386911
GCA_003164135.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Acidocella	Acidocella sp003164135	0.1953853293436634	3.54759071670508
GCA_021781835.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Acidocella	Acidocella sp021781835	0.5470044936899368	1.26716907914992
GCA_963737355.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Acidocella	Acidocella sp963737355	0.1829695543076547	3.7883197736518
GCF_036489515.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Acidocella	Acidocella sp036489515	0.2976161186786175	2.32899744690389
GCA_021826425.1	phaZ_negative	none	Pseudomonadota	Acidocella	Acidocella sp021826425	0.2269723727762043	3.05388348406346
GCA_946222605.1	phaZ_negative	none	Pseudomonadota	Acidocella	Acidocella sp946222605	0.4836421547169273	1.43318189657318
GCA_965199125.1	phaZ_negative	none	Pseudomonadota	Acidocella	Acidocella sp965199125	0.0803076726151336	8.63114516942588
GCF_020567705.1	phaZ_negative	none	Pseudomonadota	Acidocella	Acidocella sp020567705	0.2625167669766016	2.64039203492753
GCA_001464865.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Acidovorax	Acidovorax sp001464865	0.4914216541188541	1.41049376792888
GCA_018780365.1	phaZ_positive	extracellular.general	Pseudomonadota	Acidovorax	Acidovorax sp018780365	1.676600550967628	0.413424163650611
GCA_036786185.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Acidovorax	Acidovorax sp036786185	1.1606384979524875	0.59721194995922
GCA_963784815.1	phaZ_positive	extracellular.general	Pseudomonadota	Acidovorax	Acidovorax sp963784815	0.4443501831228204	1.55991199483394
GCA_964031875.1	phaZ_positive	extracellular.general	Pseudomonadota	Acidovorax	Acidovorax facilis_A	1.0119496612385843	0.6849621153206
GCF_000276605.1	phaZ_positive	extracellular.general	Pseudomonadota	Acidovorax	Acidovorax sp000276605	0.7183092248312519	0.964970456453183
GCF_001422735.1	phaZ_positive	extracellular.general	Pseudomonadota	Acidovorax	Acidovorax sp001422735	0.745446109344201	0.929842106453188
GCF_001424425.1	phaZ_positive	extracellular.general	Pseudomonadota	Acidovorax	Acidovorax sp001424425	0.5958138583200386	1.16336196427916
GCF_001633105.1	phaZ_positive	extracellular.general	Pseudomonadota	Acidovorax	Acidovorax sp001633105	0.7359503959087341	0.941839537573811
GCF_002176815.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Acidovorax	Acidovorax sp002176815	0.4167285654137877	1.66330613758548
GCF_016783915.1	phaZ_positive	extracellular.general	Pseudomonadota	Acidovorax	Acidovorax sp016783915	0.7230197466503033	0.958683609640324
GCF_019219095.1	phaZ_positive	extracellular.general	Pseudomonadota	Acidovorax	Acidovorax sp019219095	0.5234083379388147	1.32429525920348
GCF_022763525.1	phaZ_positive	extracellular.general	Pseudomonadota	Acidovorax	Acidovorax sp022763525	0.8911588701345123	0.777804276868524
GCF_027492855.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Acidovorax	Acidovorax sp027492855	0.6205176943992711	1.11704659966383
GCF_028680575.1	phaZ_positive	extracellular.general	Pseudomonadota	Acidovorax	Acidovorax benzenivorans	0.6298149977671406	1.10055680321576
GCF_030704685.1	phaZ_positive	extracellular.general	Pseudomonadota	Acidovorax	Acidovorax sp030704685	0.5346094532047556	1.2965486794235
GCF_900107605.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Acidovorax	Acidovorax soli	0.4366035337211749	1.58758948800127
GCA_002327945.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax delafieldii_C	0.8347621178395732	0.830352942169755
GCA_002377855.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax delafieldii_A	0.6519309074274501	1.06322184247275
GCA_003268905.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax defluvii	0.4075673440828354	1.70069361695246
GCA_011620245.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax sp011620245	0.3977129925828705	1.74283262927478
GCA_024711405.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax sp024711405	0.486529975205545	1.42467518114811
GCA_035350655.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax sp035350655	0.6954890080956553	0.996632833145527
GCA_046318695.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax sp046318695	0.3709675456749027	1.86848469264043
GCF_000175235.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax delafieldii_B	0.3211424599379755	2.15837912150831
GCF_002157145.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax carolinensis	0.428301073752423	1.61836433069653
GCF_003669015.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax sp002754495	0.9996136602950584	0.693415074335166
GCF_006716905.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax temperans	0.7880059891242013	0.879621716238879
GCF_020510705.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax radicis_A	0.5806380092212956	1.19376818181355
GCF_026127385.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax aporrectodeae	0.1490829575687461	4.6494058869225
GCF_037101375.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax sp037101375	0.7820714219376128	0.886296521157423
GCF_046341535.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax sp046341535	0.309167546923929	2.24197910633387
GCF_049198005.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax sp049198005	0.6692844430208778	1.03565410460067
GCF_049330835.1	phaZ_negative	none	Pseudomonadota	Acidovorax	Acidovorax sp049330835	0.6339461791510564	1.09338490136208
GCA_043741695.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Actimicrobium	Actimicrobium sp043741695	0.1628292694591086	4.25689547624001
GCA_047621345.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Actimicrobium	Actimicrobium sp047621345	0.6535046324309622	1.06066146460434
GCA_047621665.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Actimicrobium	Actimicrobium sp047621665	0.5609848870743249	1.23558975746188
GCF_034313845.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Actimicrobium	Actimicrobium sp034313845	0.5784103745495458	1.19836574698328
GCF_035984655.1	phaZ_positive	extracellular.general	Pseudomonadota	Actimicrobium	Actimicrobium sp035984655	0.4879317495068004	1.4205822458993
GCA_000195205.2	phaZ_negative	none	Pseudomonadota	Actimicrobium	Actimicrobium sp010365165	0.9596096567788353	0.722322014647772
GCA_043748965.1	phaZ_negative	none	Pseudomonadota	Actimicrobium	Actimicrobium sp043748965	0.16783576595979	4.12991341026804
GCA_903836575.1	phaZ_negative	none	Pseudomonadota	Actimicrobium	Actimicrobium sp903836575	0.2188210466397561	3.16764402329667
GCF_034347385.1	phaZ_negative	none	Pseudomonadota	Actimicrobium	Actimicrobium sp034347385	0.6816761307552249	1.01682771229207
GCF_039536745.1	phaZ_negative	none	Pseudomonadota	Actimicrobium	Actimicrobium antarcticum	0.4216116639664346	1.64404175643283
GCA_025964685.1	phaZ_positive	extracellular.general	Actinomycetota	Actinoallomurus	Actinoallomurus sp025964685	0.1478206256852441	4.68911004365433
GCF_024055795.1	phaZ_negative	none	Actinomycetota	Actinoallomurus	Actinoallomurus purpureus	0.17710585808198	3.9137450791667
GCF_039534125.1	phaZ_positive	extracellular.general	Actinomycetota	Actinocorallia	Actinocorallia longicatena	0.3271714248341211	2.11860550141681
GCF_020991275.1	phaZ_negative	none	Actinomycetota	Actinocorallia	Actinocorallia sp020991275	0.3519255549060265	1.96958467748963
GCF_044466355.1	phaZ_positive	extracellular.lemoignei_like	Actinomycetota	Actinophytocola	Actinophytocola sp044466355	0.2384383785800858	2.90702857773013
GCF_035634895.1	phaZ_negative	none	Actinomycetota	Actinophytocola	Actinophytocola sp035634895	0.1927791833819216	3.59554993646138
GCF_003001815.1	phaZ_positive	extracellular.lemoignei_like	Actinomycetota	Actinoplanes	Actinoplanes italicus	0.4646074216391764	1.49189864017768
GCF_025630775.1	phaZ_positive	extracellular.lemoignei_like	Actinomycetota	Actinoplanes	Actinoplanes sp025630775	0.3670697648736127	1.8883254544231
GCF_040607635.1	phaZ_positive	extracellular.lemoignei_like	Actinomycetota	Actinoplanes	Actinoplanes sp040607635	0.2617865785309215	2.647756750746
GCF_051380535.1	phaZ_positive	extracellular.lemoignei_like	Actinomycetota	Actinoplanes	Actinoplanes sp051380535	0.4120853063052991	1.68204779436231
GCF_004362215.1	phaZ_negative	none	Actinomycetota	Actinoplanes	Actinoplanes brasiliensis	0.362655491620343	1.91131031123496
GCF_014205335.1	phaZ_negative	none	Actinomycetota	Actinoplanes	Actinoplanes digitatus	0.3292987968435442	2.10491865504529
GCF_016862435.1	phaZ_negative	none	Actinomycetota	Actinoplanes	Actinoplanes tereljensis	0.4228600256592395	1.63918823842317
GCF_040639655.1	phaZ_negative	none	Actinomycetota	Actinoplanes	Actinoplanes sp040639655	0.3189471392257004	2.17323529611421
GCF_018139625.1	phaZ_positive	extracellular.lemoignei_like	Actinomycetota	Actinospica	Actinospica acidithermotolerans	0.4076271428332199	1.70044412583081
GCA_035493475.1	phaZ_negative	none	Actinomycetota	Actinospica	Actinospica sp035493475	0.4580671141657879	1.51320005109355
GCF_000506985.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Advenella	Advenella kashmirensis_A	0.5844515567579522	1.18597884212157
GCF_014897675.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Advenella	Advenella sp003533245	0.5810618787406672	1.19289735899075
GCA_040395835.1	phaZ_negative	none	Pseudomonadota	Advenella	Advenella kashmirensis_B	1.037815235541648	0.667890735096198
GCF_019132845.1	phaZ_negative	none	Pseudomonadota	Advenella	Advenella alkanexedens	0.6442616694960259	1.07587834784919
GCA_022838525.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Aerobium	Aerobium sp022838525	0.1891654054057456	3.66423860152017
GCF_008180155.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Aerobium	Aerobium microcysteis	0.3024323070283474	2.2919085178786
GCA_047637695.1	phaZ_negative	none	Pseudomonadota	Aerobium	Aerobium sp047637695	0.207773177275833	3.33607633886132
GCF_039888675.1	phaZ_negative	none	Pseudomonadota	Aerobium	Aerobium sp039888675	0.2605886938915109	2.65992806598324
GCA_037968495.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Aestuarierythrobacter	Aestuarierythrobacter sp037968495	0.2295719365060576	3.01930275585603
GCF_003344885.1	phaZ_negative	none	Pseudomonadota	Aestuarierythrobacter	Aestuarierythrobacter sp003344885	0.312816380864283	2.2158276323153
GCA_016185245.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Aestuariivirga	Aestuariivirga sp016185245	0.1142789769257807	6.06539539647887
GCA_022842165.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Aestuariivirga	Aestuariivirga sp022842165	0.2532667157176121	2.73682697939982
GCA_025359265.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Aestuariivirga	Aestuariivirga sp025359265	0.0968326036890684	7.15820038037659
GCA_031375195.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Aestuariivirga	Aestuariivirga sp031375195	0.1810636798160224	3.82819558988444
GCA_031416755.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Aestuariivirga	Aestuariivirga sp031416755	0.1791073113137031	3.87001052874894
GCA_040379425.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Aestuariivirga	Aestuariivirga sp040379425	0.4478503242131386	1.54772061799394
GCA_043768765.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Aestuariivirga	Aestuariivirga sp043768765	0.1331690870194771	5.20501563894154
GCA_046594995.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Aestuariivirga	Aestuariivirga sp046594995	0.2516904321388464	2.75396714396186
GCA_937872985.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Aestuariivirga	Aestuariivirga sp937872985	0.28042517268057	2.47177232319833
GCA_964474665.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Aestuariivirga	Aestuariivirga sp964474665	0.279963041709463	2.47585244226369
GCA_016792825.1	phaZ_negative	none	Pseudomonadota	Aestuariivirga	Aestuariivirga sp016792825	0.1295737092843799	5.34944306517205
GCA_020029455.1	phaZ_negative	none	Pseudomonadota	Aestuariivirga	Aestuariivirga sp020029455	0.168821706843899	4.10579417492126
GCA_031370475.1	phaZ_negative	none	Pseudomonadota	Aestuariivirga	Aestuariivirga sp031370475	0.0897790070756994	7.72059307779491
GCA_031417195.1	phaZ_negative	none	Pseudomonadota	Aestuariivirga	Aestuariivirga sp031417195	0.1496311970059305	4.63237075175221
GCA_031430795.1	phaZ_negative	none	Pseudomonadota	Aestuariivirga	Aestuariivirga sp031430795	0.1639637401719592	4.22744187119053
GCA_043757105.1	phaZ_negative	none	Pseudomonadota	Aestuariivirga	Aestuariivirga sp043757105	0.3224901922615422	2.14935894855927
GCA_050728895.1	phaZ_negative	none	Pseudomonadota	Aestuariivirga	Aestuariivirga sp050728895	0.0871575954017765	7.95280293547218
GCA_945957365.1	phaZ_negative	none	Pseudomonadota	Aestuariivirga	Aestuariivirga sp945957365	0.2051052951335672	3.37946994546659
GCF_020252405.1	phaZ_negative	none	Pseudomonadota	Aestuariivirga	Aestuariivirga sp020252405	0.2267846340680404	3.05641157483353
GCF_037139295.1	phaZ_negative	none	Pseudomonadota	Aestuariivirga	Aestuariivirga sp037139295	0.157460883979352	4.4020277483698
GCF_020144925.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Afifella	Afifella sp020144925	0.0963354539460239	7.19514106352071
GCF_004023665.1	phaZ_negative	none	Pseudomonadota	Afifella	Afifella aestuarii	0.1556827977335401	4.45230424074409
GCA_003963145.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Afipia	Afipia sp003963145	0.3224462222054542	2.14965204373922
GCA_016201045.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Afipia	Afipia sp016201045	0.2810463425975471	2.46630920065919
GCA_017305515.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Afipia	Afipia sp017305515	0.2658179526699011	2.60760108035559
GCA_017308595.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Afipia	Afipia sp017308595	0.4660329426642081	1.4873351583203
GCA_017474385.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Afipia	Afipia sp017474385	0.7182293701998558	0.965077744407847
GCA_026400415.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Afipia	Afipia sp026400415	0.284580198839667	2.43568309877549
GCA_040758515.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Afipia	Afipia sp040758515	0.3311913920210995	2.09289008488417
GCA_041905905.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Afipia	Afipia sp017308495	0.2022476868312404	3.42721932408711
GCA_050249215.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Afipia	Afipia sp050249215	0.3832656099365719	1.80852954867163
GCA_051653085.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Afipia	Afipia sp051653085	0.2991541206325773	2.31702367694033
GCA_943368635.1	phaZ_positive	intracellular.ralstonia_like	Pseudomonadota	Afipia	Afipia sp943368635	0.2035859406263934	3.40469080736749
GCF_000314675.2	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Afipia	Afipia broomeae	0.2846637992102832	2.43496778474425
GCF_000497575.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Afipia	Afipia sp000497575	0.3605695985111584	1.92236723068735
GCF_001006325.2	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Afipia	Afipia massiliensis_A	0.3016697680675431	2.29770183800702
GCF_021502575.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Afipia	Afipia sp021502575	0.257825545982439	2.68843484038295
GCF_029030725.1	phaZ_positive	intracellular.cupriavidus_like	Pseudomonadota	Afipia	Afipia carboxydohydrogena	0.3597214782186422	1.92689962243134
GCA_001897755.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia sp001897755	0.2399929860353571	2.88819765948421
GCA_019747015.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia sp019747015	0.5456393112003001	1.27033951977389
GCA_024707075.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia sp024707075	0.2346627361165978	2.95380166459637
GCA_030652315.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia sp030652315	0.2953893237746453	2.34655461376374
GCA_036398335.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia sp036398335	0.2947865984291372	2.35135241647211
GCA_040386115.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia sp040386115	0.2477017913682564	2.79831315200078
GCA_043784125.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia sp043784125	0.1851262728492149	3.74418590020722
GCA_044464625.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia sp044464625	0.3065965231485898	2.26077965086387
GCA_963751855.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia sp963751855	0.220779850008195	3.13954004649526
GCA_964594185.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia sp964594185	0.2762241620426244	2.50936476894076
GCF_000218565.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia carboxidovorans	0.2549027185703432	2.71926162438579
GCF_000308295.2	phaZ_negative	none	Pseudomonadota	Afipia	Afipia birgiae	0.2816284245525721	2.46121172485043
GCF_000314735.2	phaZ_negative	none	Pseudomonadota	Afipia	Afipia felis	0.5314213338317622	1.30432697453464
GCF_000336555.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia clevelandensis	0.3595301101270044	1.92792525865244
GCF_001425835.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia sp001425835	0.2764890483862801	2.50696070822869
GCF_014203115.1	phaZ_negative	none	Pseudomonadota	Afipia	Afipia massiliensis	0.2592180416222879	2.67399281401078
GCA_033852175.1	phaZ_positive	extracellular.general	Pseudomonadota	Agarilytica	Agarilytica sp033852175	0.158951619885295	4.36074310573333
