genome_id	phaZ_count	best_evalue	best_pident	hit_refs
GCA_014359685.1	5	1.6e-19	35.2	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_014323795.1	3	2.05e-15	34.7	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_014376765.1	1	1.08e-12	49.0	BAA33394.1
GCA_014378525.1	1	4.49e-13	30.7	WP_207907290.1
GCA_014379395.1	1	1.03e-11	34.8	BAA33394.1
GCA_014379805.1	1	1.94e-11	31.9	CAJ95805.1
GCA_014380115.1	2	1.43e-18	42.6	BAA33394.1,UCA14981.1
GCA_014444615.1	4	7.17e-18	38.1	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_014637085.1	3	6.5e-15	41.1	BAA33394.1,UCA14981.1
GCA_014763545.1	2	3.42e-12	36.3	CAJ95805.1,UCA14981.1
GCA_014859445.1	1	9.84e-15	37.6	CAJ95805.1
GCA_014841835.1	3	3.13e-15	38.3	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_014860445.1	5	6.11e-19	40.7	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_014932895.1	1	7.82e-14	92.3	WP_128854079.1
GCA_014946745.1	1	3.08e-12	30.5	sp|P52090.1|PHA1_PAULE
GCA_014983025.1	3	1.03e-18	37.2	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_015075165.1	2	7.13e-23	38.4	BAA33394.1,UCA14981.1
GCA_015223225.1	1	2.58e-12	35.4	WKZ88401.1
GCA_015232025.1	2	1.37e-11	32.8	BAA33394.1,CAJ93939.1
GCA_015277795.1	3	2.43e-17	36.0	BAA19791.1,BAA33394.1,BAA35137.1
GCA_015478895.1	2	5.45e-20	33.3	BAA33394.1,UCA14981.1
GCA_015487255.1	1	3.96e-11	51.5	WKZ88401.1
GCA_015494375.1	1	1.66e-12	37.2	CAJ95805.1
GCA_015654725.1	2	5.85e-12	36.3	CAJ93939.1,WKZ88401.1
GCA_015655035.1	2	1.13e-23	34.7	BAA33394.1,UCA14981.1
GCA_015655335.1	2	1.27e-15	48.6	BAA33394.1,UCA14981.1
GCA_015657605.1	1	4.92e-11	34.4	UCA14981.1
GCA_015657635.1	2	2.61e-16	39.6	BAA33394.1,UCA14981.1
GCA_015689775.1	1	4.51e-14	35.8	WKZ88401.1
GCA_015693905.1	1	2.1e-12	34.5	WKZ88401.1
GCA_016124335.1	1	4.27e-11	38.9	CAJ95805.1
GCA_016000195.1	2	1.11e-12	36.8	CAJ93939.1,WKZ88401.1
GCA_016124615.1	1	5.01e-14	36.4	WKZ88401.1
GCA_016124535.1	2	2.09e-11	41.9	BAA33394.1,UCA14981.1
GCA_016124905.1	1	3.93e-11	32.7	WKZ88401.1
GCA_016124805.1	2	2.35e-11	32.2	CAJ93939.1,WKZ88401.1
GCA_016125585.1	4	6e-18	37.7	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_016177575.1	2	2.8e-15	32.3	BAA33394.1,UCA14981.1
GCA_016125425.1	2	2.42e-14	32.1	BAA33394.1,UCA14981.1
GCA_016125495.1	2	5.85e-17	32.6	CAJ93939.1,CAJ95805.1
GCA_016125475.1	1	4.25e-13	34.0	WKZ88401.1
GCA_016177875.1	10	1.17e-20	85.7	AAA87070.1,BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1,sp|P52090.1|PHA1_PAULE
GCA_016185075.1	1	5.06e-12	76.9	WKZ88401.1
GCA_016185245.1	1	2.85e-15	32.1	CAJ93939.1
GCA_016183985.1	3	1.48e-13	34.2	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_016191995.1	2	1.1400000000000001e-21	30.9	BAA33394.1,UCA14981.1
GCA_016191525.1	1	5.17e-20	34.0	AAA87070.1
GCA_016192425.1	2	3.3100000000000003e-21	35.4	BAA33394.1,UCA14981.1
GCA_016195125.1	4	2.97e-17	39.5	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_016194905.1	3	4.1e-15	40.0	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_016195825.1	1	6.85e-16	31.3	WKZ88401.1
GCA_016195915.1	4	1.24e-17	32.6	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_016199745.1	1	2.81e-13	40.2	sp|P52090.1|PHA1_PAULE
GCA_016200845.1	3	9.15e-16	36.4	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_016201045.1	3	1.41e-15	35.8	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_016209015.1	2	3.12e-12	36.4	CAJ93939.1,WKZ88401.1
GCA_016212565.1	3	1.29e-16	38.6	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_016214145.1	6	3.2e-18	38.3	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_016214125.1	1	3.06e-13	37.3	UCA14981.1
GCA_016219375.1	2	1.62e-16	32.5	BAA33394.1,UCA14981.1
GCA_016223165.1	3	1.74e-15	34.8	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_016234705.1	3	2.67e-17	33.7	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_016428875.1	4	8.9e-23	40.9	BAA33394.1,UCA14981.1
GCA_016432265.1	2	7.15e-14	35.5	CAJ93939.1,WKZ88401.1
GCA_016458225.1	1	2.69e-16	44.0	sp|P52090.1|PHA1_PAULE
GCA_016428905.1	1	4.07e-12	34.8	BAA33394.1
GCA_016429215.1	3	2.3e-21	31.4	BAA33394.1,UCA14981.1
GCA_016428915.1	2	3.07e-16	36.9	BAA33394.1,UCA14981.1
GCA_016649675.1	2	3.99e-11	37.8	BAA33394.1,UCA14981.1
GCA_016617495.1	3	3.75e-17	40.0	BAA33394.1,CAJ93939.1,WKZ88401.1
GCA_016429015.1	4	3.18e-17	43.2	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_016702655.1	2	1.5300000000000001e-27	36.4	BAA33394.1,UCA14981.1
GCA_016705065.1	6	1.34e-20	67.3	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_016707485.1	2	3.78e-11	80.8	BAA33394.1,UCA14981.1
GCA_016709385.1	2	1.52e-21	41.2	BAA33394.1,UCA14981.1
GCA_016707075.1	3	2.29e-16	62.8	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_016709675.1	1	5.3200000000000004e-21	35.1	sp|P52090.1|PHA1_PAULE
GCA_016710525.1	3	2.32e-18	41.6	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_016710065.1	2	1.83e-16	45.9	UCA14981.1,WP_207907290.1
GCA_016712445.1	1	2.69e-14	35.2	CAJ95805.1
GCA_016713135.1	1	9.75e-12	50.9	UCA14981.1
GCA_016713005.1	5	1.0399999999999998e-23	43.8	AAA87070.1,AAB02914.1,BAA19791.1,BAA33394.1,UCA14981.1
GCA_016713305.1	1	8.01e-17	31.0	WKZ88401.1
GCA_016716745.1	4	1.34e-23	38.7	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_016718155.1	1	8.28e-12	41.1	BAA33394.1
GCA_016718405.1	9	1.1e-29	56.6	BAA19791.1,BAA33394.1,BAA35137.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_016718605.1	2	3.4e-15	39.8	BAA33394.1,UCA14981.1
GCA_016719405.1	1	4.54e-12	32.5	BAA33394.1
GCA_016720855.1	5	8.83e-14	38.1	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_016721465.1	2	1.82e-14	39.6	BAA33394.1,UCA14981.1
GCA_016720925.1	2	9.45e-22	37.1	BAA19791.1,BAA35137.1
GCA_016764355.1	4	4.8e-21	43.1	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_016764775.1	1	6.15e-11	76.9	CAJ95805.1
GCA_016765435.1	3	7.52e-12	74.1	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_016789405.1	2	3.37e-14	41.7	BAA33394.1,UCA14981.1
GCA_016790395.1	2	7.56e-18	42.5	BAA33394.1,UCA14981.1
GCA_016790175.1	2	3.12e-12	31.1	BAA33394.1,UCA14981.1
GCA_016790285.1	2	4.62e-14	40.0	BAA33394.1,UCA14981.1
GCA_016790435.1	2	4.62e-24	32.6	BAA33394.1,UCA14981.1
GCA_016790515.1	1	7.98e-16	41.4	BAA33394.1
GCA_016791005.1	1	1.63e-15	37.3	WKZ88401.1
GCA_016790075.1	1	6.97e-12	33.0	UCA14981.1
GCA_016790625.1	1	3.96e-11	78.3	BAA33394.1
GCA_016791425.1	2	5.92e-13	40.2	CAJ93939.1,WKZ88401.1
GCA_016791385.1	1	6.1e-11	31.4	WKZ88401.1
GCA_016791105.1	4	2.5e-16	40.8	BAA33394.1,CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_016792645.1	2	6.73e-13	34.6	CAJ93939.1,WKZ88401.1
GCA_016794005.1	3	8.96e-20	36.8	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_016794025.1	1	6.94e-14	34.0	CAJ93939.1
GCA_016794145.1	3	2.64e-16	34.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_016793635.1	1	3.18e-13	31.1	CAJ95805.1
GCA_016794075.1	2	2.78e-15	38.3	BAA33394.1,UCA14981.1
GCA_016793485.1	3	7.23e-16	40.3	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_016839165.1	3	5.34e-15	38.5	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_016867965.1	2	1.42e-22	45.5	BAA33394.1,UCA14981.1
GCA_016867955.1	1	2.25e-12	33.9	CAJ95805.1
GCA_016868175.1	2	2.85e-16	31.4	BAA33394.1,UCA14981.1
GCA_016868055.1	3	2.6200000000000003e-21	38.2	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_016880375.1	2	7.12e-12	35.9	BAA33394.1,UCA14981.1
GCA_016936875.1	2	1.17e-11	36.1	BAA33394.1,UCA14981.1
GCA_017302095.1	2	3.85e-26	36.2	BAA33394.1,UCA14981.1
GCA_017302035.1	2	1.14e-13	35.9	BAA33394.1,UCA14981.1
GCA_017302495.1	3	1.12e-17	44.3	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_017302485.1	2	3.09e-17	39.6	BAA33394.1,UCA14981.1
GCA_017302135.1	2	5.84e-22	34.6	BAA33394.1,UCA14981.1
GCA_017302655.1	4	1.29e-17	36.4	BAA33394.1,UCA14981.1
GCA_017302435.1	1	6.980000000000001e-21	31.2	sp|P52090.1|PHA1_PAULE
GCA_017305135.1	2	3.0999999999999997e-24	40.0	BAA33394.1,UCA14981.1
GCA_017305515.1	3	5.4e-15	36.6	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_017308115.1	2	1.01e-12	72.0	BAA33394.1,UCA14981.1
GCA_017306545.1	2	1.94e-11	36.2	CAJ93939.1,WKZ88401.1
GCA_017305555.1	4	2.59e-13	34.8	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_017307355.1	2	3.59e-11	36.0	CAJ93939.1,UCA14981.1
GCA_017305715.1	6	5.11e-16	49.0	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_017308575.1	1	8.27e-11	55.6	CAJ93939.1
GCA_017308135.1	2	2.44e-15	38.0	CAJ93939.1,WKZ88401.1
GCA_017307915.1	6	3.9900000000000005e-21	41.8	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_017308595.1	1	3.18e-12	38.6	CAJ93939.1
GCA_017353855.1	3	2.05e-12	39.4	BAA33394.1,CAJ93939.1,WKZ88401.1
GCA_017474385.1	1	6.17e-15	32.3	WKZ88401.1
GCA_017745295.1	1	2.01e-11	32.1	WKZ88401.1
GCA_017744935.1	5	1.05e-16	40.7	BAA19791.1,BAA33394.1,BAA35137.1,CAJ95805.1,UCA14981.1
GCA_017849325.1	3	2.3e-20	36.1	CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_017792465.1	2	4.57e-12	32.2	BAA33394.1,UCA14981.1
GCA_017849395.1	1	7.89e-16	34.6	WKZ88401.1
GCA_017883405.1	1	2.97e-12	52.0	UCA14981.1
GCA_017886375.1	1	1.57e-12	79.2	WKZ88401.1
GCA_017988165.1	2	2.73e-24	35.9	BAA33394.1,UCA14981.1
GCA_017992055.1	2	4.15e-16	31.2	BAA33394.1,UCA14981.1
GCA_017990865.1	6	1.0400000000000001e-29	42.0	BAA33394.1,CAJ95805.1,UCA14981.1,sp|P52090.1|PHA1_PAULE
GCA_017990895.1	4	2.83e-14	38.2	BAA33394.1,CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_017997455.1	2	6.66e-18	35.0	BAA33394.1,UCA14981.1
GCA_017996055.1	1	2.43e-11	67.7	CAJ95805.1
GCA_017998735.1	2	3.33e-14	70.6	BAA33394.1,UCA14981.1
GCA_017997975.1	2	2.92e-22	44.5	BAA33394.1,UCA14981.1
GCA_018063505.1	3	3.91e-19	39.4	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_018066865.1	2	2.19e-12	36.0	BAA32541.1,CAJ95805.1
GCA_018223085.1	2	1.8e-11	64.5	BAA33394.1,UCA14981.1
GCA_018131015.1	3	1.07e-13	38.2	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_018129965.1	3	5.94e-14	34.7	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_018240505.1	4	2.57e-19	41.1	BAA33394.1,UCA14981.1
GCA_018240485.1	1	1.53e-17	31.9	BAA33394.1
GCA_018240465.1	4	3.51e-18	39.3	BAA33394.1,UCA14981.1
GCA_018240565.1	2	9.2e-13	38.1	BAA33394.1,UCA14981.1
GCA_018241165.1	3	2.11e-21	46.0	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_018240995.1	1	2.31e-11	57.4	CAJ95805.1
GCA_018241325.1	2	1.15e-14	32.8	BAA33394.1,UCA14981.1
GCA_018241265.1	4	3.62e-15	43.4	AAA87070.1,BAA19791.1,BAA35137.1,WP_207907290.1
GCA_018241405.1	2	8.33e-16	31.7	BAA33394.1,UCA14981.1
GCA_018241625.1	3	1.9e-13	37.3	CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_018241025.1	1	9.25e-11	31.4	CAJ93939.1
GCA_018241695.1	1	7.5e-11	33.6	CAJ93939.1
GCA_018241225.1	2	3.77e-15	40.2	BAA33394.1,UCA14981.1
GCA_018241865.1	2	9e-24	59.5	AAA87070.1,WP_207907290.1
GCA_018242005.1	2	1.5799999999999998e-23	35.1	BAA33394.1,UCA14981.1
GCA_018242365.1	2	1.11e-24	35.2	BAA33394.1,UCA14981.1
GCA_018242405.1	1	1.04e-13	31.3	UCA14981.1
GCA_018242145.1	3	5.13e-13	32.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_018242205.1	1	8.29e-13	37.9	CAJ93939.1
GCA_018242215.1	3	1.54e-13	48.6	CAJ93939.1,WKZ88401.1
GCA_018242295.1	1	6.55e-13	32.2	CAJ93939.1
GCA_018242255.1	2	4.33e-17	38.3	CAJ93939.1,WKZ88401.1
GCA_018262775.1	3	2.24e-15	40.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_018334165.1	1	1.69e-11	58.6	WKZ88401.1
GCA_018335615.1	2	8.03e-16	37.1	BAA33394.1,UCA14981.1
GCA_018335895.1	1	5.6e-12	33.0	WKZ88401.1
GCA_018336035.1	4	1.48e-16	38.1	BAA33394.1,CAJ93939.1,CAJ95805.1,WKZ88401.1
GCA_018384835.1	2	8.51e-17	33.2	BAA33394.1,UCA14981.1
GCA_018402635.1	4	6.43e-14	73.1	BAA33394.1,UCA14981.1
GCA_018607835.1	3	2.07e-12	71.0	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_018614875.1	4	1.44e-15	36.2	BAA19791.1,BAA33394.1,UCA14981.1
GCA_018614955.1	1	4.73e-13	36.9	BAA32541.1
GCA_018660265.1	1	1.67e-11	72.0	CAJ95805.1
GCA_018698795.1	3	2.05e-13	33.3	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_018701215.1	3	1.04e-12	35.8	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_018780145.1	4	8.469999999999999e-23	41.3	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_018780185.1	3	3.15e-20	39.8	AAA87070.1,UCA14981.1,WP_207907290.1
GCA_018780645.1	1	4.12e-11	61.1	UCA14981.1
GCA_018780365.1	2	3.64e-44	42.1	BAA19791.1,BAA35137.1
GCA_018812945.1	3	9.47e-25	44.4	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_018780415.1	3	1.14e-13	36.1	BAA33394.1,CAJ93939.1,WKZ88401.1
GCA_018815245.1	3	6.54e-18	42.0	BAA33394.1,UCA14981.1,WKZ88401.1
GCA_018815325.1	2	3.01e-14	53.1	BAA33394.1,UCA14981.1
GCA_018830285.1	1	5.56e-12	32.3	CAJ95805.1
GCA_018828125.1	1	2.1600000000000002e-29	35.5	AAA87070.1
GCA_018882785.1	3	8e-13	76.9	BAA33394.1,UCA14981.1
GCA_018882795.1	4	2.68e-18	39.8	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_018969705.1	6	6.93e-12	84.0	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_018969785.1	1	4.47e-11	31.4	CAJ93939.1
GCA_018969845.1	2	1.32e-30	34.4	BAA33394.1,UCA14981.1
GCA_018970895.1	2	5.49e-14	38.3	BAA33394.1,UCA14981.1
GCA_018971105.1	2	2.08e-14	32.9	BAA33394.1,UCA14981.1
GCA_018970965.1	2	1.69e-16	32.1	CAJ95805.1,WKZ88401.1
GCA_018971155.1	4	1.1200000000000001e-29	47.8	BAA33394.1,UCA14981.1
GCA_019090585.1	1	2.43e-11	75.0	CAJ95805.1
GCA_019112965.1	2	1.12e-14	39.5	CAJ95805.1,WKZ88401.1
GCA_019112875.1	2	7.4e-16	37.9	CAJ93939.1,WKZ88401.1
GCA_019115725.1	2	2.59e-14	38.1	BAA33394.1,UCA14981.1
GCA_019187485.1	2	1.28e-13	33.8	BAA33394.1,UCA14981.1
GCA_019187085.1	1	1.92e-11	31.7	CAJ95805.1
GCA_019192585.1	1	7.53e-12	32.5	CAJ93939.1
GCA_019192455.1	1	3.61e-11	72.0	CAJ95805.1
GCA_019233055.1	2	1.14e-15	39.1	BAA33394.1,UCA14981.1
GCA_019234295.1	3	3.42e-17	35.1	BAA33394.1,UCA14981.1
GCA_019236395.1	6	4.04e-28	50.0	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_019237595.1	2	1.7e-11	66.7	BAA33394.1,UCA14981.1
GCA_019233085.1	1	1.74e-14	33.9	BAA33394.1
GCA_019237135.1	2	3.3e-17	33.9	CAJ93939.1,WKZ88401.1
GCA_019233375.1	1	3.14e-11	30.2	WP_243656647.1
GCA_019242275.1	1	2.03e-12	35.1	WKZ88401.1
GCA_019243075.1	3	1.35e-14	39.4	CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_019242655.1	4	1.95e-19	40.6	CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_019241285.1	4	1.77e-19	40.2	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_019244955.1	2	3.51e-15	34.0	CAJ93939.1,WKZ88401.1
GCA_019246455.1	3	8.47e-19	42.5	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_019247605.1	1	3.99e-12	31.0	CAJ95805.1
GCA_019348095.1	2	2.25e-16	36.5	BAA33394.1,UCA14981.1
GCA_019351895.1	2	1.29e-12	36.9	CAJ93939.1,WKZ88401.1
GCA_019351955.1	2	3.78e-19	30.9	BAA33394.1,UCA14981.1
GCA_019428955.1	3	1.2200000000000001e-21	44.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_019454205.1	2	1.39e-16	32.2	BAA33394.1,CAJ95805.1
GCA_019455065.1	1	7.85e-11	34.7	CAJ95805.1
GCA_019510125.1	1	5.56e-16	35.5	sp|P52090.1|PHA1_PAULE
GCA_019510335.1	1	4.54e-12	34.3	WKZ88401.1
GCA_019509985.1	4	5.37e-16	45.0	AAA87070.1,BAA19791.1,BAA35137.1,WKZ88401.1
GCA_019510465.1	3	2.38e-15	34.6	AAA87070.1,BAA33394.1,UCA14981.1
GCA_019634145.1	4	1.43e-12	33.9	BAA33394.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_019634955.1	2	1.16e-20	33.2	BAA33394.1,UCA14981.1
GCA_019634715.1	2	3.8e-22	34.0	BAA33394.1,UCA14981.1
GCA_019635485.1	2	2.55e-15	31.8	BAA33394.1,UCA14981.1
GCA_019635015.1	2	2.32e-18	38.7	CAJ93939.1,WKZ88401.1
GCA_019635435.1	6	1.21e-20	70.0	AAA87070.1,AAB02914.1,BAA33394.1,UCA14981.1,WKZ88401.1
GCA_019635355.1	5	8.37e-15	80.0	AAA87070.1,BAA19791.1,BAA35137.1,CAJ93939.1,WP_207907290.1
GCA_019635415.1	5	5.27e-28	43.2	AAA87070.1,BAA19791.1,BAA33394.1,BAA35137.1,UCA14981.1
GCA_019635585.1	5	2.17e-15	38.5	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_019635875.1	1	5.83e-14	35.9	CAJ93939.1
GCA_019635715.1	2	9.34e-16	33.6	CAJ93939.1,WKZ88401.1
GCA_019635735.1	1	4.34e-11	36.2	WKZ88401.1
GCA_019695155.1	3	5.7e-12	60.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_019694335.1	1	5.45e-22	32.4	WKZ88401.1
GCA_019695455.1	2	1.32e-18	36.8	UCA14981.1,WKZ88401.1
GCA_019746095.1	3	1.64e-13	38.1	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_019745195.1	4	2.36e-16	36.8	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_019745565.1	2	1.38e-17	33.2	BAA33394.1,UCA14981.1
GCA_019747095.1	4	1.77e-11	66.7	BAA33394.1,CAJ93939.1,UCA14981.1,WKZ88401.1
GCA_019745615.1	1	1.32e-11	57.9	BAA33394.1
GCA_019739215.1	1	6.67e-12	30.3	WKZ88401.1
GCA_019747905.1	2	1.91e-13	32.2	BAA33394.1,UCA14981.1
GCA_019748215.1	1	8.8e-11	31.4	WKZ88401.1
GCA_019749945.1	1	1.45e-13	30.5	CAJ93939.1
GCA_019751875.1	2	6.86e-16	37.1	CAJ93939.1,WKZ88401.1
GCA_019799905.1	1	8.94e-11	30.3	WKZ88401.1
GCA_019799925.1	1	1.9e-13	32.4	WKZ88401.1
GCA_019751915.1	1	3.39e-11	45.1	BAA33394.1
GCA_019753105.1	1	6.82e-11	34.0	CAJ93939.1
GCA_019801415.1	1	1.05e-11	30.8	WKZ88401.1
GCA_019912385.1	1	2e-13	32.1	CAJ95805.1
GCA_020048405.1	1	3.48e-11	69.2	UCA14981.1
GCA_020048895.1	6	6.87e-12	84.0	BAA33394.1,UCA14981.1
GCA_020161065.1	2	3.43e-12	35.8	BAA33394.1,UCA14981.1
GCA_020161575.1	1	9.99e-14	37.3	CAJ93939.1
GCA_020161965.1	2	6.17e-20	35.3	CAJ93939.1,WKZ88401.1
GCA_020200935.1	1	7.56e-11	35.3	CAJ93939.1
GCA_020248945.1	2	3.69e-19	31.7	BAA33394.1,UCA14981.1
GCA_020248905.1	3	2.97e-16	39.3	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_020248985.1	5	3.18e-18	38.8	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_020247545.1	3	3.87e-12	75.0	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_020247395.1	3	4.32e-21	34.5	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_020355165.1	1	4.81e-11	37.3	UCA14981.1
GCA_020354665.1	4	4.64e-13	70.0	BAA33394.1,UCA14981.1
GCA_020441205.1	1	1.83e-11	35.9	WKZ88401.1
GCA_020442545.1	4	9.89e-19	45.8	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_020441795.1	3	2.3e-14	33.9	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_020441855.1	1	1.35e-11	36.1	CAJ93939.1
GCA_020446505.1	2	9.02e-12	71.4	CAJ95805.1,WKZ88401.1
GCA_020446595.1	4	1.1200000000000001e-22	34.9	CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_020446725.1	2	4.11e-16	37.7	CAJ93939.1,UCA14981.1
GCA_020446945.1	3	2.14e-17	36.8	BAA33394.1,CAJ93939.1,UCA14981.1
GCA_020629115.1	1	3.16e-12	30.2	WKZ88401.1
GCA_020629175.1	1	1.69e-11	64.3	WKZ88401.1
GCA_020638285.1	2	1.3e-11	68.0	BAA33394.1,UCA14981.1
GCA_020637855.1	5	6.18e-16	43.6	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_020637895.1	2	9.68e-13	34.8	WKZ88401.1
GCA_020637795.1	4	1.45e-14	36.8	CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_020638555.1	1	7.77e-11	65.4	UCA14981.1
GCA_020720385.1	2	6.79e-17	40.6	BAA33394.1,UCA14981.1
GCA_020717925.1	2	1.08e-13	37.7	WP_207907290.1
GCA_020722545.1	6	5.45e-17	69.0	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_020831885.1	4	9.47e-19	38.1	CAJ93939.1,CAJ95805.1,UCA14981.1,WKZ88401.1
GCA_020831845.1	1	3.95e-12	36.9	CAJ93939.1
GCA_020832665.1	1	1.74e-12	35.5	WKZ88401.1
GCA_020848655.1	1	5.59e-13	31.7	CAJ93939.1
GCA_020852355.1	1	6.38e-11	30.7	WKZ88401.1
GCA_020852215.1	4	1.9e-25	38.6	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_020852865.1	2	1.29e-11	30.7	BAA33394.1,UCA14981.1
GCA_020853585.1	2	5.9e-19	38.5	BAA33394.1,UCA14981.1
GCA_020854105.1	4	2.16e-19	35.4	BAA33394.1,CAJ93939.1,CAJ95805.1,UCA14981.1
GCA_021151485.1	2	1.01e-22	34.0	BAA33394.1,UCA14981.1
GCA_021151615.1	1	6.86e-12	88.5	WP_207907290.1
GCA_021153985.1	2	4.94e-13	38.5	CAJ95805.1,UCA14981.1
GCA_021153565.1	8	4.38e-21	78.1	AAA87070.1,BAA19791.1,BAA33394.1,BAA35137.1,UCA14981.1
GCA_021191635.1	1	2.54e-11	33.6	CAJ95805.1
GCA_021297985.1	3	7.98e-20	34.2	BAA33394.1,CAJ95805.1,UCA14981.1
GCA_021298555.1	1	1.18e-11	69.2	BAA33394.1
GCA_021298875.1	1	6.43e-29	30.1	UCA14981.1
GCA_021299185.1	4	3.1e-16	42.1	BAA33394.1,UCA14981.1
GCA_021300075.1	1	3.28e-11	76.9	CAJ95805.1
GCA_021298975.1	1	3.97e-15	39.4	BAA33394.1
GCA_021299555.1	2	7.03e-17	33.7	BAA33394.1,UCA14981.1
GCA_021299265.1	2	1.39e-16	36.8	CAJ93939.1,WKZ88401.1
GCA_021299735.1	2	1.65e-15	36.6	BAA33394.1,UCA14981.1
GCA_021300575.1	1	1.65e-13	50.0	UCA14981.1
GCA_021300475.1	2	1.63e-14	84.6	BAA33394.1,UCA14981.1
GCA_021299875.1	2	3.22e-13	39.1	BAA33394.1,UCA14981.1
GCA_021323265.1	2	1.27e-11	34.4	BAA33394.1,UCA14981.1
GCA_021324305.1	1	5.69e-12	30.1	CAJ95805.1
